,gender,description,text,hashtags
10181,0,,great addition the unc staff former center and national champion apart the coaching staff,PIKE PHIPHI Lakernation WhodatNation Tarheelnation UNCbaketball UNCFOOTBALL Recruiting UNCP13
10182,1,passionate fan and,and stop farm salmon,AlaskaGrown Photographer Dreamer Iditarod Arrow TheBlacklist Nealfire FigureSkating Football Disney Travel Smiles
10183,1,you lose just follow,you and gage both,
10184,1,soprano cat woman like literally,say stay don come and goooo,
10185,0,build your best body drug free,be while but slowly get back into shape share some tip trick and workout along the,
10186,0,refuse let man that didnt make break stay fly friend any mean necessary,and don need bitch that some that they hate know,ripherb freebandz HustleGang grandhustle
10187,0,afrikaner afrikaans boer kan nie anders nie love country people government corruption billikheid redelikheid geregtigheid nature lover,very quietly and under convenient disguise student crime,
10188,0,educate man,need girlfriend one with full lip and thick nappy hair,
10189,1,taste like candy cane christmas,sometimes just like can you not bug before and other time like why you still sleep already like,
10190,1,bio,you that and behave gon na take care real child now,
10191,1,bear miami raise nicaragua food life love laugh love the miami heat and barcelona,bacon cigs and booze cause cancer bye everyone,
10192,1,stfu hoe,just send video shove whole hand into tub nutella and shovin doon throat the wrong person fuckin mortify,
10193,0,cricket first love football passion,one state struggle make end meet why illinois without budget,
10194,0,exo,one state struggle make end meet why illinois without budget,
10195,0,work social medium habit instagram,try get food with and she not tell what time she catch hand sight bruh,
10196,0,wechat skype pin jhs grd new account follback just mention,one state struggle make end meet why illinois without budget,
10197,0,all the news,daily mail eat your green why eat fruit and vegetable youth protect your heart daily mail people who,
10198,1,ice tea mango pamuk eker mor mor mor hendisin dibi ren anlam nda adana,fight lot but the end you and perfect match,
10199,0,mii unico idolo dios mii liimiite ciielo,one state struggle make end meet why illinois without budget,byy maiicool
10200,0,church planter pastor personal trainer mma condition specialist entrepreneur,meet along new people south africa build friendship and have,
10201,1,bear megan denise fox may age oak ridge tennessee occupation actress model spouse brian austin green,kate will and harry link for child charity event london thanks,
10202,1,tweet tweet tweet,back off and bless you doctor mrs doctor,
10203,1,all the news,daily mail eat your green why eat fruit and vegetable youth protect your heart daily mail people who,
10204,1,olivia dog phd candidate social policy blackademic catholic mizzou chief social justice wishbone will never suffice where backbone need,the delay and pander campus climate survey highlight doesn want know what marginalized student actually through,
10205,1,happily take,spend day off get pumpkin and be cute with one and only couldn get much good than this,
10206,0,time lord nintendo enthusiast film lover sandler hater tea drinker occasional ranter caterer the correct answer always the moops,mccoy and the same sentence always spell bad news skate park tomorrow there scrub,
10207,0,official twitter account donald,female nta newscaster catch and disarms robber benin photo,
10208,1,,have some self respect man go want you his girl just quick and dash,
10209,1,the end the day what,just notice how much face and shoulder dye,
10210,0,hanya semilir debu yang tak bermakna yang ingin mencoba bermakna follow,one state struggle make end meet why illinois without budget,
10211,1,,realist map out the scope the problem formulate plan and get work that mean move soil,
10212,0,chief vacation officer tweet abt vacation rental owner vacation home condo rental beach house travel holiday deal,ciao head rome travel study program that explore italian art and cinema,travel
10213,0,mission statement ent president whirl record market promo bigkeithmixshow beast radio street promo marketing and building brand,didn and then little you know couple bay area artist,geton shiton puton
10214,0,amante tecnolog experto youtuber contacto jeisboncalderon com espa ingles portugu,one state struggle make end meet why illinois,follobackinstantly folloback Geek
10215,0,young money weed everyday peudes enamorame soy ricimo raja tabla,one state struggle make end meet why illinois without budget unete,teampapii SmoKe
