,gender,text
10628,1,common courtesy you can just their shop use their comfy seat and wifi and dip without give them something return kaskade taught that where you be not who you be wedontstop also spicy tamale
10629,1,hey miss you guy and all our fun amp crazy night reunite pls nfl chill
10630,0,with phillip dorsett out for month think time promote and see what can weneedaspark colt just sayin
10631,1,only be into for few day and already be snatch can believe this
10632,0,all eat raisin bran and panda express and bbq chip get couple catchphrase
10633,0,all the sudden you and nicole be go and someone else be move hope you be do well tell nicole that say jesus say new command give you love one another have love you you must love one another
10634,1,fanart ford dungeon dungeon and more dungeon gravityfalls fan gravity fall sue ser dibujante disney amante los dibujos animados ayer hoy happy halloween birthday
10635,0,buy new book and already hook utsa
10636,0,those bitch that you walk and listen their story but make you walk into people and pole just hear be just not worth the dark night never felt bright with you side
10637,1,and big strike again
10638,1,long lash pretty and natural look loveit clumpfree gotitfree ablastforeverylash
10639,1,when upload the haul emilas and eduardos halloween clothes haul alice soldier mixer lovatic cheryl mean everything see her live love load cheryl followedme cheryl saw live yr today
10640,0,hahahahahahah and get the audacity want jump the man celebration smh chill the corner insinuation and sarcasm also somedays you can catch use before except after
10641,1,listen this and sing along every song like do right now beautiful nerd bear and raise malaysia come age australia book be boyfriend but sometimes have torrid affair with scotch
10642,1,ferolinleamae macaspacxx lepitennicell dallasxford knxbluehearts opao jesus the way the truth and the life psyahas
10643,0,and the taste amiright internet marketing consultant musician father entp enjoy tech all thing apple reading and write these be thought
10644,0,toe draggin swaggin what be your key for the seahawks and cowboys game sunday seahawks gon na win anyway curious eastern washington university
10645,1,what glenn alive and theyre just distract and rick really the one thats gon na bye bye would make good presidential candidate than trump
10646,0,this fucking beautiful and awesome just when you think you over guy do something that make you wan na punch your face with brick wall
10647,0,can trash talk the goat basketball court and not expect him deliver hot and ready basket saw baby cry then second later she laugh the beauty life the pain never last
10648,1,you act like you cant pause and not say the word you dumb fuck year old activist feminist and broadway fanatic pro whatever the fuck you wan na instagram tashaunasername freepalestine blacklivesmatter
10649,1,close just texting and snap song lyric people full emo girl status and only monday teenager masquerade lawyer
10650,1,open nexus two enemy team dead inhibs down team rush for baron ping desperately the nexus they get wipe and lose not try patience
